customer_id,product,units,price,date,sales
103,D,0,19.875236858841944,2024-07-31,0.0
436,B,1,40.17461987277778,2024-05-24,40.17461987277778
861,C,3,17.97176043831122,2024-04-08,53.915281314933665
271,C,3,20.051087039879796,2024-11-05,60.15326111963939
107,B,3,40.300732093890595,2024-11-05,120.90219628167179
72,A,4,10.228512826367638,2024-06-28,40.91405130547055
701,C,4,43.10658328832985,2024-05-14,172.4263331533194
21,A,3,16.960663199934793,2024-07-08,50.88198959980438
615,C,4,7.30503819630087,2024-01-30,29.22015278520348
122,A,3,10.280421788166016,2024-03-22,30.84126536449805
467,A,5,47.864969903247065,2024-02-26,239.32484951623533
215,A,4,25.30957797697408,2024-06-22,101.23831190789632
331,B,1,16.53971476993061,2024-07-26,16.53971476993061
459,A,1,28.45719275806378,2024-11-21,28.45719275806378
88,A,1,35.70559940272101,2024-11-17,35.70559940272101
373,A,2,19.34592836198312,2024-07-01,38.69185672396624
100,C,2,37.63720414224608,2024-08-22,75.27440828449215
872,A,4,16.351342290824093,2024-04-16,65.40536916329637
664,C,2,10.055175441981826,2024-07-04,20.11035088396365
131,A,3,29.73686991660927,2024-09-22,89.21060974982781
662,A,4,11.800340415235864,2024-05-11,47.201361660943455
309,B,4,47.321819541461295,2024-11-25,189.28727816584518
770,C,4,5.020206265933284,2024-11-24,20.080825063733137
344,A,5,39.00632449849459,2024-11-13,195.03162249247296
492,C,3,17.57629417806099,2024-12-30,52.72888253418297
414,C,6,43.07390877975651,2024-06-19,258.4434526785391
806,D,2,7.706789768316886,2024-10-24,15.413579536633772
386,B,4,47.885026923480716,2024-01-24,191.54010769392286
192,B,3,9.562769772485604,2024-09-17,28.688309317456813
956,B,2,40.45472397659504,2024-12-20,80.90944795319008
277,D,5,28.2803996136022,2024-07-14,141.40199806801098
161,D,2,24.367765634491324,2024-04-08,48.73553126898265
460,B,1,17.60701036596222,2024-11-28,17.60701036596222
314,D,2,42.861629086207934,2024-04-10,85.72325817241587
22,D,2,13.988812888982755,2024-12-17,27.97762577796551
253,D,6,37.455857374678665,2024-04-29,224.735144248072
748,B,2,25.060624296260286,2024-11-16,50.12124859252057
857,B,3,49.932275321627145,2024-07-21,149.79682596488144
561,B,3,32.51295590763977,2024-03-30,97.53886772291932
475,D,4,9.688532172069579,2024-07-13,38.754128688278314
59,B,2,23.87845351183998,2024-06-25,47.75690702367996
511,D,2,7.98345411733381,2024-04-24,15.96690823466762
682,A,3,17.854503547510156,2024-11-28,53.56351064253047
476,D,4,20.44925576964971,2024-02-01,81.79702307859884
700,C,5,43.39294737528213,2024-08-02,216.96473687641063
976,B,6,42.70943644733911,2024-11-03,256.25661868403466
783,B,0,5.520074899253054,2024-10-05,0.0
190,C,3,28.952537675229156,2024-08-30,86.85761302568747
958,D,2,15.05946900214771,2024-10-12,30.11893800429542
687,A,5,19.40418941205001,2024-03-10,97.02094706025005
958,C,4,5.974307848649084,2024-03-11,23.897231394596336
563,C,1,38.73856394503908,2024-04-20,38.73856394503908
876,D,1,47.77653990885806,2024-06-06,47.77653990885806
567,B,2,14.867016814123332,2024-02-06,29.734033628246664
244,D,2,20.37977901715246,2024-10-30,40.75955803430492
832,C,2,14.289529762843891,2024-11-21,28.579059525687782
505,C,3,46.85218986386879,2024-02-04,140.55656959160638
131,B,0,5.4210185558342046,2024-11-19,0.0
485,B,0,31.27380265809658,2024-02-28,0.0
819,B,3,44.18437825049675,2024-07-25,132.55313475149023
647,D,2,13.383822835190607,2024-12-26,26.767645670381214
21,B,5,31.549788111293697,2024-03-06,157.74894055646848
841,C,4,7.279164718919821,2024-09-18,29.116658875679285
167,C,1,41.65633101055142,2024-09-26,41.65633101055142
274,A,4,17.34931052478222,2024-08-20,69.39724209912887
388,D,6,49.49390377378673,2024-06-05,296.9634226427204
601,A,2,46.49043292203996,2024-04-15,92.98086584407991
316,C,1,37.96321864697213,2024-06-02,37.96321864697213
14,A,4,27.357918861717128,2024-01-18,109.43167544686851
242,C,6,39.496510033740584,2024-09-16,236.97906020244352
777,A,2,10.877407139424296,2024-11-08,21.754814278848592
346,B,5,18.958983782637702,2024-04-28,94.79491891318851
565,A,2,6.210337485958568,2024-11-04,12.420674971917135
898,B,1,34.02610887243831,2024-04-11,34.02610887243831
340,B,1,41.24919371366815,2024-01-25,41.24919371366815
92,D,1,47.58284990809255,2024-06-28,47.58284990809255
367,B,1,35.89282332726086,2024-06-10,35.89282332726086
956,B,2,37.94410581002282,2024-12-15,75.88821162004564
455,A,2,45.2955100205728,2024-08-02,90.5910200411456
428,C,1,47.137011298615676,2024-05-03,47.137011298615676
509,D,1,27.10838974413676,2024-10-18,27.10838974413676
776,B,3,9.940432536872343,2024-06-04,29.82129761061703
943,D,3,25.988778944247077,2024-07-11,77.96633683274123
35,A,1,30.02332382925304,2024-11-23,30.02332382925304
206,B,3,33.41951471279948,2024-02-22,100.25854413839845
81,A,4,49.517805078917306,2024-06-18,198.07122031566922
932,D,3,46.29034468808467,2024-11-30,138.87103406425402
562,A,3,22.836389123557783,2024-04-07,68.50916737067335
872,D,5,10.105415882181942,2024-05-26,50.527079410909714
388,A,2,14.665621920020197,2024-10-26,29.331243840040393
2,D,1,12.820983027503924,2024-01-30,12.820983027503924
390,C,1,21.020572721704845,2024-03-14,21.020572721704845
566,A,3,44.44201777753544,2024-06-20,133.3260533326063
106,A,2,24.708582776692367,2024-03-24,49.417165553384734
772,C,6,30.527481712903572,2024-03-13,183.16489027742142
822,C,0,13.062509367742168,2024-08-19,0.0
477,A,3,27.17817264429784,2024-10-16,81.53451793289352
703,C,4,44.31324746301314,2024-05-06,177.25298985205256
402,B,5,39.80584685831346,2024-03-25,199.0292342915673
730,D,1,8.653582210955971,2024-09-10,8.653582210955971
556,D,2,43.79325209375518,2024-05-31,87.58650418751036
162,D,2,17.322264383896695,2024-11-07,34.64452876779339
202,B,2,34.957231220298524,2024-01-07,69.91446244059705
958,C,4,11.58723073142291,2024-11-02,46.34892292569164
996,C,3,35.3589966538611,2024-05-15,106.0769899615833
270,A,2,6.60656429857235,2024-07-02,13.2131285971447
863,C,1,32.0290115481598,2024-11-09,32.0290115481598
816,A,2,34.06730768426049,2024-12-06,68.13461536852098
271,B,4,16.002352132657887,2024-08-14,64.00940853063155
456,D,3,47.1639240369716,2024-11-20,141.4917721109148
462,D,4,7.068757424021577,2024-08-31,28.275029696086307
727,D,2,45.12691970532225,2024-09-20,90.2538394106445
252,C,3,22.185386943913894,2024-09-07,66.55616083174168
702,A,0,37.126163376612766,2024-06-18,0.0
296,A,3,34.3196792306571,2024-02-23,102.9590376919713
725,B,3,12.571079721259798,2024-05-11,37.71323916377939
720,C,3,19.354967401543643,2024-11-10,58.064902204630926
749,B,1,28.835306641064022,2024-04-03,28.835306641064022
338,A,3,43.092962167307306,2024-02-15,129.27888650192193
879,A,1,47.968703417096094,2024-12-15,47.968703417096094
53,D,4,5.926398500175879,2024-04-08,23.705594000703517
792,C,0,20.865121496195385,2024-08-21,0.0
922,A,4,35.06647660621082,2024-09-25,140.26590642484328
217,D,3,28.747824495920018,2024-02-06,86.24347348776006
764,C,2,47.43599521355416,2024-03-15,94.87199042710832
188,B,2,5.7636245541176505,2024-02-27,11.527249108235301
380,C,4,24.698272937793615,2024-01-19,98.79309175117446
493,C,3,35.096173151208,2024-07-06,105.28851945362399
41,A,3,14.791267124058017,2024-05-18,44.37380137217405
157,A,3,37.664212375172674,2024-05-22,112.99263712551803
15,C,7,8.655288269958882,2024-04-17,60.58701788971218
813,A,6,25.296733826659192,2024-08-08,151.78040295995515
65,A,2,35.43057302858171,2024-05-24,70.86114605716342
857,A,0,17.00407077082167,2024-12-11,0.0
839,D,3,8.323088795386825,2024-01-05,24.969266386160477
521,D,4,48.065972440974924,2024-02-25,192.2638897638997
344,C,1,46.12203629578682,2024-09-11,46.12203629578682
129,A,1,46.68664602252798,2024-08-09,46.68664602252798
648,D,6,49.03260724839776,2024-12-25,294.19564349038654
472,C,8,13.31141244851172,2024-02-17,106.49129958809375
63,A,1,12.099919900660035,2024-10-30,12.099919900660035
139,B,2,6.539656379345466,2024-06-11,13.079312758690932
499,A,4,45.13202544280021,2024-08-23,180.52810177120085
593,A,4,38.87432785111784,2024-09-04,155.49731140447136
392,D,4,33.496808500332236,2024-12-30,133.98723400132894
675,C,2,46.74542716337618,2024-04-09,93.49085432675236
419,C,5,30.87844765216237,2024-01-21,154.39223826081187
289,D,5,10.83788387264966,2024-04-11,54.189419363248305
379,A,2,12.958901372075356,2024-01-05,25.917802744150713
773,B,2,10.948276865214343,2024-07-15,21.896553730428685
490,A,6,18.84461057253646,2024-05-28,113.06766343521876
231,A,350,22.07735749011262,2024-12-10,154.54150243078834
41,B,2,40.85775791081094,2024-11-25,81.71551582162188
28,D,3,13.606426015040455,2024-07-29,40.819278045121365
135,C,2,37.641431877966596,2024-06-08,75.28286375593319
201,D,6,27.105282595152843,2024-05-25,162.63169557091706
840,D,1,49.984696450772276,2024-02-27,49.984696450772276
780,A,4,39.94621074701911,2024-12-19,159.78484298807643
930,C,1,48.60288448939817,2024-08-27,48.60288448939817
33,C,1,20.405817573589776,2024-03-19,20.405817573589776
48,D,3,10.537258692481604,2024-05-31,31.611776077444812
503,B,4,27.765311231534266,2024-01-05,111.06124492613706
407,D,5,10.59077632385633,2024-06-29,52.95388161928165
574,B,2,27.160326718792916,2024-12-17,54.32065343758583
728,C,4,17.147346177892118,2024-07-19,68.58938471156847
